session_id,dataset_family,driver,driver_evidence,category,country,country_evidence,smartphone_files,vehicle_files,is_paired,pairing_evidence
VTB1,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb01/V-Vtb1.csv,False,UNVERIFIED
VTB10,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb10/V-Vtb10.csv,False,UNVERIFIED
VTB11,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb11/V-Vtb11.csv,False,UNVERIFIED
VTB12,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb12/V-Vtb12.csv,False,UNVERIFIED
VTB13,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb13/V-Vtb13.csv,False,UNVERIFIED
VTB2,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb02/V-Vtb2.csv,False,UNVERIFIED
VTB3,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb03/V-Vtb3.csv,False,UNVERIFIED
VTB4,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb04/V-Vtb4.csv,False,UNVERIFIED
VTB5,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb05/V-Vtb5.csv,False,UNVERIFIED
VTB6,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb06/V-Vtb6.csv,False,UNVERIFIED
VTB7,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb07/V-Vtb7.csv,False,UNVERIFIED
VTB8,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb08/V-Vtb8.csv,False,UNVERIFIED
VTB9,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vtb,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb09/V-Vtb9.csv,False,UNVERIFIED
VW1,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,False,UNVERIFIED
VW10,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw10/V-Vw10.csv;Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw11/V-Vw10.csv,False,UNVERIFIED
VW12,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,False,UNVERIFIED
VW13,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,False,UNVERIFIED
VW14A,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,False,UNVERIFIED
VW14B,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,False,UNVERIFIED
VW14C,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,False,UNVERIFIED
VW15,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,False,UNVERIFIED
VW16A,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,False,UNVERIFIED
VW16B,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,False,UNVERIFIED
VW17,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,False,UNVERIFIED
VW2,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,False,UNVERIFIED
VW3,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,False,UNVERIFIED
VW4,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,False,UNVERIFIED
VW5,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,False,UNVERIFIED
VW6,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,False,UNVERIFIED
VW7,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,False,UNVERIFIED
VW8,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,False,UNVERIFIED
VW9,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vw,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,False,UNVERIFIED
Y1,unsynchronized_categorized,D,VERIFIED_FROM_FILE,Y,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Y (Driver D)/Y1/V-Y1.csv,False,UNVERIFIED
Y2,unsynchronized_categorized,D,VERIFIED_FROM_FILE,Y,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Y (Driver D)/Y2/V-Y2.csv,False,UNVERIFIED
A1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,,False,UNVERIFIED
A10,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A10.csv,,False,UNVERIFIED
A11,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A11.csv,,False,UNVERIFIED
A12,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A12.csv,,False,UNVERIFIED
A13,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,,False,UNVERIFIED
A2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,,False,UNVERIFIED
A3,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A3.csv,,False,UNVERIFIED
A4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A4.csv,,False,UNVERIFIED
A5,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A5.csv,,False,UNVERIFIED
A6,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A6.csv,,False,UNVERIFIED
A7,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A7.csv,,False,UNVERIFIED
A8,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A8.csv,,False,UNVERIFIED
A9,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A9.csv,,False,UNVERIFIED
I,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-I.csv,,False,UNVERIFIED
M,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-M.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-M.csv,True,INFERRED
S1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S1.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S1.csv,True,INFERRED
S2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S2.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S2.csv,True,INFERRED
S3A,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S3a.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S3a.csv,True,INFERRED
S3B,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S3b.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S3b.csv,True,INFERRED
S3C,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S3c.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S3c.csv,True,INFERRED
S4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S4.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S4.csv,True,INFERRED
ST1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-St1.csv,False,UNVERIFIED
ST4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-St4.csv,False,UNVERIFIED
ST6,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-St6.csv,False,UNVERIFIED
ST7,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-St7.csv,False,UNVERIFIED
T1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T1.csv,,False,UNVERIFIED
T10,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T10.csv,,False,UNVERIFIED
T11,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T11.csv,,False,UNVERIFIED
T2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T2.csv,,False,UNVERIFIED
T3,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T3.csv,,False,UNVERIFIED
T4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T4.csv,,False,UNVERIFIED
T5,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T5.csv,,False,UNVERIFIED
T6,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T6.csv,,False,UNVERIFIED
T7,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T7.csv,,False,UNVERIFIED
T8,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T8.csv,,False,UNVERIFIED
T9,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T9.csv,,False,UNVERIFIED
VFA01,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vfa01.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfa01.csv,True,INFERRED
VFA02,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vfa02.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfa02.csv,True,INFERRED
VFB01A,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb01a.csv,False,UNVERIFIED
VFB01B,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb01b.csv,False,UNVERIFIED
VFB01C,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb01c.csv,False,UNVERIFIED
VFB01D,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb01d.csv,False,UNVERIFIED
VFB02A,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02a.csv,False,UNVERIFIED
VFB02B,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02b.csv,False,UNVERIFIED
VFB02C,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02c.csv,False,UNVERIFIED
VFB02D,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02d.csv,False,UNVERIFIED
VFB02E,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02e.csv,False,UNVERIFIED
VFB02F,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02f.csv,False,UNVERIFIED
VFB02G,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02g.csv,False,UNVERIFIED
VTA10,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta10.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta10.csv,True,INFERRED
VTA11,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta11.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta11.csv,True,INFERRED
VTA12,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta12.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta12.csv,True,INFERRED
VTA13,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta13.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta13.csv,True,INFERRED
VTA14,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta14.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta14.csv,True,INFERRED
VTA15,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta15.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta15.csv,True,INFERRED
VTA16,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta16.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta16.csv,True,INFERRED
VTA17,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta17.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta17.csv,True,INFERRED
VTA18,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta18.csv,False,UNVERIFIED
VTA19,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta19.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta19.csv,True,INFERRED
VTA1A,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta1a.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta1a.csv,True,INFERRED
VTA1B,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta1b.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta1b.csv,True,INFERRED
VTA2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta2.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta2.csv,True,INFERRED
VTA20,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta20.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta20.csv,True,INFERRED
VTA21,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta21.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta21.csv,True,INFERRED
VTA22,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta22.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta22.csv,True,INFERRED
VTA23,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta23.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta23.csv,True,INFERRED
VTA24,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta24.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta24.csv,True,INFERRED
VTA25,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta25.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta25.csv,True,INFERRED
VTA26,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta26.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta26.csv,True,INFERRED
VTA27,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta27.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta27.csv,True,INFERRED
VTA28,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta28.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta28.csv,True,INFERRED
VTA29,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta29.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta29.csv,True,INFERRED
VTA3,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta3.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta3.csv,True,INFERRED
VTA30,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta30.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta30.csv,True,INFERRED
VTA4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta4.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta4.csv,True,INFERRED
VTA5,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta5.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta5.csv,True,INFERRED
VTA6,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta6.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta6.csv,True,INFERRED
